Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Phone,Address,Password,Fee_Status,Borrowed_Books,Exam_Schedule,Timetable,Courses_Enrolled,Course_Materials,CGPA_Progress,Notifications
S1054,Omar,Smith,student54@university.com,Male,19,Business,89.53,88.27,67.35,93.59,58.3,49.3,84.44,77.74349999999998,C,26.1,Yes,Yes,PhD,Low,9,8.7,07044369957,"6 Queen Street, Birmingham",omar439,Pending,"Statistics Fundamentals, Algorithms Design, Computer Networks",Final - 2026-11-20,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics",2.51,None
S1055,Maria,Brown,student55@university.com,Female,19,CS,84.86,89.33,73.46,90.04,80.77,43.1,64.0,74.7025,C,28.1,No,Yes,,Low,8,8.1,07773872148,"70 Queen Street, Liverpool",maria269,Paid,"Operating Systems, Statistics Fundamentals, Data Structures","Midterm - 2026-08-10, Final - 2026-11-20","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks",3.57,None
S1056,Liam,Williams,student56@university.com,Female,20,CS,99.78,68.37,81.17,87.68,99.1,22.9,82.16,79.403,C,16.3,No,Yes,,Medium,9,4.5,07951343320,"66 Main Road, Birmingham",liam335,Paid,Software Engineering,Midterm - 2026-08-10,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.8, 2.41, 3.6",None
S1057,Ali,Johnson,student57@university.com,Male,20,CS,50.68,51.55,54.32,92.38,53.72,92.3,97.86,74.5145,C,12.5,Yes,Yes,Master's,Medium,9,6.4,07037917693,"106 Main Road, Leeds",ali600,Pending,"Calculus Vol 1, Computer Networks, Algorithms Design","Practical - 2026-09-15, Final - 2026-11-20, Midterm - 2026-08-10","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.61, 3.42, 2.44",Fee due next week
S1058,John,Smith,student58@university.com,Male,20,Mathematics,67.76,45.98,90.16,80.98,74.52,31.8,86.45,76.56099999999999,C,13.4,No,Yes,PhD,Low,10,7.2,07676320163,"146 Mill Road, Bristol",john108,Pending,Statistics Fundamentals,"Final - 2026-11-20, Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.62, 3.94","New course material uploaded, Library book due"
S1059,Ahmed,Johnson,student59@university.com,Male,24,Business,64.05,84.6,83.31,75.07,86.65,56.7,70.92,77.554,C,19.5,No,Yes,PhD,High,3,7.0,07287083172,"126 Church Lane, Bristol",ahmed101,Pending,"Database Systems, Linear Algebra, Operating Systems",Final - 2026-11-20,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.7, 2.68, 3.3",None
S1060,John,Davis,student60@university.com,Female,20,Business,63.12,93.18,54.05,68.7,52.3,14.9,87.38,69.98349999999999,D,11.9,Yes,No,,Low,7,7.4,07788957986,"140 Station Road, Manchester",john884,Paid,None,"Practical - 2026-09-15, Final - 2026-11-20, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.82, 3.69, 3.51, 2.98","Exam schedule released, Assignment deadline tomorrow"
S1061,Omar,Davis,student61@university.com,Male,19,Business,61.13,79.05,98.5,61.19,88.91,43.4,90.46,83.86,B,27.8,Yes,Yes,Bachelor's,High,5,6.1,07872774348,"130 Oak Street, Bristol",omar650,Paid,None,Practical - 2026-09-15,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.14, 3.81, 3.89","Fee due next week, Library book due"
S1062,Ahmed,Brown,student62@university.com,Female,22,Engineering,85.46,48.65,79.89,77.87,98.98,90.4,66.29,73.25550000000001,C,15.5,Yes,No,Bachelor's,Medium,6,8.5,07734714345,"130 High Street, Leeds",ahmed980,Pending,None,"Midterm - 2026-08-10, Practical - 2026-09-15, Final - 2026-11-20","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials",3.32,Library book due
S1063,Ali,Davis,student63@university.com,Male,22,CS,54.24,96.09,67.15,94.47,54.42,99.5,85.26,81.3665,B,29.8,Yes,Yes,High School,High,8,5.4,07581223623,"80 Oak Street, Leeds",ali562,Pending,Data Structures,"Practical - 2026-09-15, Final - 2026-11-20","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.47, 2.4, 3.31, 3.79",Assignment deadline tomorrow
S1064,Omar,Davis,student64@university.com,Male,20,CS,87.08,99.35,49.45,79.7,91.11,36.2,71.72,71.65700000000001,C,7.7,No,Yes,Master's,Low,10,4.5,07166587603,"95 Church Lane, Sheffield",omar610,Pending,"Statistics Fundamentals, Database Systems",Final - 2026-11-20,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.94, 3.28",Library book due
S1065,Sara,Williams,student65@university.com,Female,24,CS,84.67,66.0,71.99,95.98,68.93,15.4,90.93,77.2365,C,9.7,No,No,Master's,Medium,8,8.9,07669096705,"37 Queen Street, Bristol",sara587,Paid,Software Engineering,Practical - 2026-09-15,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.76, 2.11, 3.21, 3.87",Exam schedule released
S1066,Maria,Williams,student66@university.com,Male,21,Mathematics,62.54,75.69,49.89,67.85,57.21,31.4,64.77,60.7255,D,17.8,Yes,No,PhD,Medium,7,7.3,07466889373,"145 Main Road, Birmingham",maria480,Paid,Software Engineering,"Final - 2026-11-20, Midterm - 2026-08-10","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.29, 3.38",Exam schedule released
S1067,Ali,Williams,student67@university.com,Male,18,Business,62.64,86.63,65.77,84.76,74.66,32.7,96.89,80.31899999999999,B,26.7,Yes,No,,High,1,7.3,07467065627,"4 Station Road, Liverpool",ali179,Pending,"Calculus Vol 1, Operating Systems",Practical - 2026-09-15,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.39, 2.75, 2.13, 3.44",None
S1068,Maria,Davis,student68@university.com,Male,23,CS,81.44,84.18,64.52,82.43,53.58,64.5,78.74,73.3265,C,13.8,Yes,No,Master's,Medium,1,8.1,07298069901,"96 Station Road, Leeds",maria729,Pending,Computer Networks,"Midterm - 2026-08-10, Final - 2026-11-20","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.19, 2.51","Assignment deadline tomorrow, Library book due"
S1069,Emma,Brown,student69@university.com,Male,24,Mathematics,88.11,98.07,83.2,83.52,76.11,49.6,67.67,78.43050000000001,C,25.9,No,Yes,Bachelor's,High,6,6.1,07627204653,"46 Mill Road, Liverpool",emma155,Paid,Computer Networks,Practical - 2026-09-15,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.88, 2.13, 3.93","Exam schedule released, New course material uploaded"
S1070,Sara,Jones,student70@university.com,Male,21,CS,93.82,46.89,51.54,82.25,50.97,76.8,70.97,62.484,D,15.6,No,Yes,,Low,9,5.9,07755646417,"37 Queen Street, Liverpool",sara868,Pending,None,"Midterm - 2026-08-10, Practical - 2026-09-15, Final - 2026-11-20","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.36, 2.7, 2.08, 2.79",None
S1071,Sara,Jones,student71@university.com,Female,23,Engineering,92.61,74.84,89.31,61.08,86.43,70.1,67.39,75.0805,C,26.3,Yes,Yes,PhD,Medium,8,8.7,07080531003,"42 Park Avenue, Leeds",sara147,Pending,"Algorithms Design, Database Systems","Midterm - 2026-08-10, Final - 2026-11-20","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials",2.9,New course material uploaded
S1072,Ali,Johnson,student72@university.com,Female,21,Business,98.24,81.52,59.57,57.18,74.4,25.1,57.31,61.58550000000001,D,11.9,No,Yes,PhD,Low,1,5.9,07309232719,"107 High Street, Manchester",ali310,Pending,"Introduction to Python, Linear Algebra, Software Engineering","Midterm - 2026-08-10, Practical - 2026-09-15, Final - 2026-11-20","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.15, 2.54, 3.87, 2.89",None
S1073,Sara,Jones,student73@university.com,Male,21,Mathematics,79.07,93.41,66.64,98.93,72.95,78.4,53.42,72.75200000000001,C,16.8,Yes,No,Master's,High,8,4.4,07374529912,"45 Queen Street, Bristol",sara280,Pending,Computer Networks,"Midterm - 2026-08-10, Final - 2026-11-20","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math",3.34,None
S1074,Ahmed,Jones,student74@university.com,Female,22,CS,95.43,92.45,86.34,52.26,59.81,84.7,66.09,73.3345,C,12.0,No,Yes,Master's,High,5,5.5,07419049663,"60 Church Lane, Manchester",ahmed262,Paid,"Linear Algebra, Software Engineering, Operating Systems","Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks",3.58,None
S1075,Sara,Williams,student75@university.com,Female,18,Business,90.43,98.68,77.52,73.39,68.06,59.8,72.93,76.8655,C,10.4,No,No,High School,Low,2,8.4,07193149190,"137 High Street, Bristol",sara842,Pending,"Introduction to Python, Algorithms Design, Linear Algebra","Midterm - 2026-08-10, Practical - 2026-09-15, Final - 2026-11-20","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.92, 3.54, 2.69","Attendance warning, Library book due"
S1076,Maria,Williams,student76@university.com,Female,21,Mathematics,94.73,70.72,58.48,71.25,59.09,92.8,68.09,66.8915,D,15.5,No,Yes,Master's,High,7,4.5,07586518506,"87 Queen Street, London",maria541,Pending,None,Final - 2026-11-20,"Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.32, 3.01, 3.68, 2.05",None
S1077,Maria,Davis,student77@university.com,Male,20,Business,50.58,89.85,63.17,68.0,86.77,78.3,50.7,67.27199999999999,D,13.4,Yes,Yes,Master's,High,2,7.6,07716572628,"42 Park Avenue, London",maria127,Paid,Statistics Fundamentals,Midterm - 2026-08-10,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics",3.65,Library book due
S1078,Omar,Johnson,student78@university.com,Male,23,Business,98.3,65.64,58.35,89.1,59.95,59.5,78.95,70.4535,C,24.7,Yes,No,Bachelor's,Low,4,5.3,07498776945,"23 Queen Street, Newcastle",omar587,Pending,"Operating Systems, Computer Networks",Final - 2026-11-20,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.48, 2.79, 2.34, 3.15",None
S1079,Maria,Smith,student79@university.com,Male,24,Engineering,73.68,65.34,75.69,87.27,80.84,90.6,57.24,71.60000000000001,C,23.7,Yes,Yes,Bachelor's,Low,4,7.7,07314737996,"21 Oak Street, Liverpool",maria347,Pending,Software Engineering,"Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","2.25, 3.1, 3.11, 3.42","Assignment deadline tomorrow, Exam schedule released"
S1080,Omar,Johnson,student80@university.com,Female,22,Business,89.91,55.2,59.96,95.26,63.98,60.0,60.55,65.12199999999999,D,14.0,No,Yes,,Medium,5,6.6,07507527354,"34 Church Lane, Bristol",omar393,Paid,Linear Algebra,"Midterm - 2026-08-10, Practical - 2026-09-15","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics",3.87,Fee due next week
S1081,Maria,Johnson,student81@university.com,Female,23,Mathematics,56.36,89.09,83.54,69.77,82.85,52.1,56.04,72.416,C,29.8,No,No,Master's,Medium,6,7.2,07549480831,"5 Park Avenue, Liverpool",maria878,Pending,"Calculus Vol 1, Statistics Fundamentals","Midterm - 2026-08-10, Practical - 2026-09-15, Final - 2026-11-20","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","2.01, 3.55, 3.69",None
S1082,Ahmed,Brown,student82@university.com,Male,20,Business,69.8,99.15,74.79,78.21,77.02,35.6,76.02,77.58949999999999,C,29.3,Yes,Yes,Master's,Low,2,5.2,07367837770,"147 Church Lane, Sheffield",ahmed993,Pending,"Introduction to Python, Algorithms Design",Midterm - 2026-08-10,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.7, 3.53, 3.76, 2.12","Exam schedule released, Attendance warning"
S1083,Liam,Davis,student83@university.com,Male,20,Mathematics,63.57,55.38,48.74,94.62,71.17,88.3,54.76,62.645,D,27.9,Yes,Yes,PhD,Medium,8,4.8,07143634957,"117 High Street, Bristol",liam575,Paid,"Statistics Fundamentals, Software Engineering","Final - 2026-11-20, Midterm - 2026-08-10","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math",3.98,Assignment deadline tomorrow
S1084,Omar,Brown,student84@university.com,Female,21,Business,64.58,43.37,58.62,99.69,83.65,12.3,62.82,63.94,D,19.7,Yes,Yes,Bachelor's,High,9,4.3,07885685574,"55 Church Lane, Manchester",omar621,Paid,Software Engineering,Practical - 2026-09-15,"Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","2.19, 3.02, 3.25",Attendance warning
S1085,John,Johnson,student85@university.com,Female,20,CS,56.16,88.93,53.29,98.46,70.79,47.400000000000006,72.59,72.657,C,15.3,No,No,PhD,Medium,3,8.1,07443135182,"73 High Street, Manchester",john864,Pending,"Introduction to Python, Algorithms Design, Calculus Vol 1",Midterm - 2026-08-10,"Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","2.35, 2.62, 3.97, 2.9",New course material uploaded
S1086,Emma,Johnson,student86@university.com,Male,18,Engineering,90.29,77.21,63.42,85.89,91.07,53.7,58.39,69.629,D,12.8,No,No,Master's,Medium,7,7.6,07337498941,"8 High Street, Birmingham",emma393,Pending,"Statistics Fundamentals, Computer Networks, Calculus Vol 1","Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials",3.6,None
S1087,Ali,Johnson,student87@university.com,Female,20,CS,50.46,97.58,70.96,57.16,86.48,55.5,72.31,74.067,C,5.4,No,Yes,Bachelor's,High,4,5.5,07343524082,"62 Main Road, Liverpool",ali345,Pending,Software Engineering,"Midterm - 2026-08-10, Final - 2026-11-20, Practical - 2026-09-15","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.06, 2.59, 3.92",New course material uploaded
S1088,Maria,Jones,student88@university.com,Female,21,Engineering,65.63,55.13,70.41,51.16,77.03,65.19999999999999,67.14,64.651,D,20.8,No,Yes,Master's,Low,10,8.2,07400842710,"110 Queen Street, London",maria264,Pending,None,Practical - 2026-09-15,"Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","3.9, 3.51",None
S1089,Sara,Brown,student89@university.com,Female,23,Mathematics,58.72,44.26,85.27,91.26,93.85,50.6,93.03,81.4695,B,18.8,Yes,Yes,High School,High,4,8.2,07947775204,"109 Station Road, Newcastle",sara536,Paid,Software Engineering,"Final - 2026-11-20, Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Calculus 10am, Tue: Algebra 1pm, Thu: Statistics 9am","Calculus, Linear Algebra, Statistics, Discrete Math","Calculus, Linear Algebra, Statistics, Discrete Math","3.47, 2.72","Fee due next week, New course material uploaded"
S1090,Liam,Johnson,student90@university.com,Female,20,Engineering,79.45,69.55,51.35,92.05,91.44,25.7,89.75,74.4315,C,20.7,No,Yes,PhD,Medium,1,4.7,07711671902,"66 Queen Street, Newcastle",liam578,Paid,"Operating Systems, Computer Networks",Practical - 2026-09-15,"Mon: Design 9am, Tue: Thermodynamics 11am, Thu: Workshop 2pm","Design, Thermodynamics, Fluid Mechanics, Materials","Design, Thermodynamics, Fluid Mechanics, Materials","3.31, 3.44, 3.19","Exam schedule released, Library book due"
S1091,Maria,Williams,student91@university.com,Female,22,Business,62.71,45.13,96.79,87.32,76.59,85.7,99.64,85.901,B,19.4,Yes,No,Bachelor's,High,5,7.6,07294131869,"35 Oak Street, Manchester",maria362,Paid,"Linear Algebra, Database Systems, Software Engineering","Practical - 2026-09-15, Final - 2026-11-20, Midterm - 2026-08-10","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics","3.1, 2.34, 3.14, 2.53",None
S1092,Sara,Davis,student92@university.com,Female,24,Business,62.95,55.71,60.57,64.0,53.42,65.8,76.45,64.666,D,8.4,No,No,Bachelor's,Low,6,5.5,07993867749,"21 Oak Street, Sheffield",sara644,Pending,"Algorithms Design, Introduction to Python","Midterm - 2026-08-10, Practical - 2026-09-15, Final - 2026-11-20","Mon: Marketing 10am, Wed: Finance 1pm, Fri: Management 9am","Marketing, Finance, Management, Economics","Marketing, Finance, Management, Economics",3.27,Fee due next week
S1093,Emma,Davis,student93@university.com,Female,22,CS,74.42,47.56,58.01,81.99,78.3,85.8,78.77,69.68599999999999,D,22.4,Yes,No,Master's,Medium,5,6.3,07649909133,"1 High Street, Sheffield",emma417,Pending,Data Structures,"Practical - 2026-09-15, Midterm - 2026-08-10","Mon: Programming 9am, Wed: Data Structures 11am, Fri: Networks 2pm","Programming, Data Structures, Algorithms, Networks","Programming, Data Structures, Algorithms, Networks","3.06, 2.42, 2.02",Attendance warning
